,eva_asr,poi_asr,clean_acc
sga_BMGCN,0.066,0.134,0.793063583815029
MLP_BMGCN,0.14200000000000002,0.19,0.793063583815029
SGC2_BMGCN,0.172,0.21200000000000002,0.793063583815029
GCN2_BMGCN,0.046,0.142,0.793063583815029
FastGCN_BMGCN,0.042,0.124,0.793063583815029
