,eva_asr,poi_asr,clean_acc
sga_SVM_TBS+WBS,0.6780000000000002,0.11600000000000002,0.7820224719101123
MLP_SVM_TBS+WBS,0.644,0.11600000000000002,0.7820224719101123
SGC2_SVM_TBS+WBS,0.644,0.132,0.7820224719101123
GCN2_SVM_TBS+WBS,0.628,0.11199999999999999,0.7820224719101123
FastGCN_SVM_TBS+WBS,0.65,0.118,0.7820224719101123
MLP&SGC2_SVM_TBS+WBS,0.654,0.142,0.7820224719101123
MLP&GCN2_SVM_TBS+WBS,0.616,0.122,0.7820224719101123
