"2022,2012,1997,5018,2413",eva_asr,poi_asr,cost,embed_acc,clean_acc,average_atk_time,cluster_cost_time
sga_SGCPD,0.36324786324786323,0.0,0.5399207345644632,0.0,0.0,0.0005044175688697402,0.0
MLP_SGCPD,0.6846153846153846,0.0,1.5138497861226399,0.9966750025749207,0.0,0.012097887979273783,0.9057352542877197
SGC2_SGCPD,0.692877492877493,0.0,1.4236483041445414,0.996749997138977,0.0,0.01760688194861779,0.9924263954162598
GCN2_SGCPD,0.5831908831908832,0.0,1.6119535382588706,0.996749997138977,0.0,0.02629827223612033,0.8885651111602784
FastGCN_SGCPD,0.6213675213675215,0.007692307692307693,1.1730331500371296,0.996749997138977,0.0,0.024308786432967227,0.3858499050140381
MLP&SGC2_SGCPD,0.7455840455840457,0.0,0.7310451650619507,0.9967124998569489,0.0,0.006505598166050057,0.38479909896850584
MLP&GCN2_SGCPD,0.5831908831908832,0.0,0.7983833527565001,0.9967124998569489,0.0,0.021485130467645802,0.26792125701904296
