,eva_asr,poi_asr,clean_acc
sga_BMGCN,0.34199999999999997,0.28800000000000003,0.8288
MLP_BMGCN,0.332,0.284,0.8288
SGC2_BMGCN,0.27,0.252,0.8288
GCN2_BMGCN,0.052000000000000005,0.16799999999999998,0.8288
FastGCN_BMGCN,0.064,0.154,0.8288
MLP&SGC2_BMGCN,0.22199999999999998,0.27,0.8128
MLP&GCN2_BMGCN,0.06,0.158,0.8128
