,eva_asr,poi_asr,clean_acc
ori_GCN,0.45599999999999996,0.48600000000000004,0.5517014145851136
ori_SimPGCN,0.394,0.42000000000000004,0.39901207464324917
ori_H2GCN1,0.11399999999999999,0.118,0.38924259055982435
ori_H2GCN2,0.144,0.15,0.40076838638858403
ori_FAGCN,0.194,0.25,0.5006586169045005
