"2022,2012,1997,5018,2413",eva_asr,poi_asr,cost,embed_acc,clean_acc,average_atk_time,cluster_cost_time
sga_SGCPD,0.19835374149659865,0.0,39.558531316916145,0.0,0.0,0.0003217950148377018,0.0
MLP_SGCPD,0.5980589569160998,0.010666666666666668,39.589241391022995,0.9962333083152772,0.0,0.017112032256699473,1.4132694721221923
SGC2_SGCPD,0.4225170068027211,0.006,41.42903503417969,0.9962416410446169,0.0,0.0069802541711162834,1.8189111709594727
GCN2_SGCPD,0.36455328798185943,0.010526077097505668,42.07148601690928,0.9962499737739565,0.0,0.020397056485519927,1.0915399074554444
FastGCN_SGCPD,0.29858049886621313,0.008802721088435373,42.28487209955851,0.9962499737739565,0.0,0.02627657945356131,0.8958572387695313
MLP&SGC2_SGCPD,0.5485034013605443,0.010666666666666668,25.079640475114186,0.9962374746799469,0.0,0.008404872427181322,1.0941435813903808
MLP&GCN2_SGCPD,0.3689342403628118,0.010526077097505668,25.441691932678225,0.9962416410446167,0.0,0.011071315683204842,0.743889045715332
